Respondent_ID,Gender,Age_Group,Print_Comprehension,Print_Trust,Future_Online_Intent,Print_Disappearance_Concern,Digital_Fatigue,Digital_Overload,Health_Concern,Privacy_Concern,Student_Print_Preference,Cluster
477,Male,18-24,1,2,2,4,2,5,2,5,1,2
478,Female,35-44,3,3,5,3,4,2,5,3,3,0
479,Male,25-34,4,1,4,4,4,2,2,2,4,1
480,Male,55-64,1,2,2,1,1,4,2,3,2,2
481,Male,35-44,3,2,4,5,4,3,5,2,3,0
482,Female,45-54,3,3,4,1,3,5,4,4,4,0
483,Male,18-24,3,5,2,3,3,2,2,2,3,2
484,Female,35-44,5,3,3,3,5,4,4,4,2,0
485,Male,35-44,3,3,4,5,4,4,4,3,3,0
486,Male,35-44,5,4,4,3,5,5,4,4,5,0
487,Male,18-24,3,3,3,3,3,3,4,5,4,1
488,Male,65+,4,3,4,3,1,1,2,4,3,1
489,Female,25-34,4,4,5,3,5,1,4,5,3,0
490,Male,35-44,2,5,3,4,2,3,4,4,4,1
491,Female,65+,3,3,4,1,4,2,3,4,3,0
492,Male,55-64,5,2,4,4,2,4,5,1,4,0
493,Male,25-34,3,4,2,4,2,3,4,4,3,2
494,Male,65+,3,5,3,4,2,4,3,4,4,2
495,Female,25-34,3,2,4,3,4,2,5,3,3,0
496,Female,25-34,3,4,3,3,4,1,4,3,3,2
497,Male,45-54,1,3,2,3,3,4,3,4,3,2
498,Male,45-54,5,4,4,5,4,3,4,5,3,0
499,Female,35-44,2,4,2,4,4,4,2,4,3,2
500,Male,55-64,2,3,4,4,3,3,2,5,5,1
501,Female,25-34,3,2,4,3,2,1,5,4,5,1
502,Male,25-34,1,4,5,5,5,2,3,3,3,1
503,Male,25-34,3,3,5,4,4,4,1,3,4,0
504,Female,25-34,3,3,4,1,3,4,3,5,5,0
505,Female,45-54,3,3,3,5,5,3,3,2,5,1
506,Female,55-64,1,1,3,4,3,4,4,4,3,1
507,Female,25-34,2,4,2,2,5,2,5,2,4,0
508,Male,35-44,4,4,3,3,5,2,2,2,4,2
509,Male,65+,4,3,2,3,3,1,2,5,4,2
510,Male,18-24,3,5,2,4,4,3,4,2,5,0
511,Female,65+,4,5,3,4,5,5,3,3,4,0
512,Female,25-34,4,3,4,1,1,2,4,4,3,1
513,Female,25-34,3,4,4,4,5,4,2,4,5,0
514,Female,45-54,4,3,4,3,4,4,2,4,4,0
515,Male,25-34,3,3,5,5,4,2,3,3,5,1
516,Female,18-24,5,4,4,4,5,4,4,5,3,0
517,Female,25-34,3,3,5,3,4,2,2,4,5,1
518,Male,65+,3,3,2,3,2,3,4,5,4,2
519,Female,55-64,3,1,4,1,3,3,2,4,4,1
520,Male,55-64,3,1,4,5,5,1,3,4,3,1
521,Male,25-34,5,4,4,4,1,3,3,5,4,1
522,Male,65+,3,5,3,5,3,4,1,3,4,2
523,Male,65+,3,4,4,4,2,2,2,3,3,1
524,Male,35-44,3,2,4,3,4,5,4,5,5,0
525,Female,35-44,3,2,2,3,2,1,5,5,2,2
526,Male,25-34,3,2,4,2,2,2,1,3,2,2
527,Female,25-34,5,5,3,2,3,4,5,3,4,0
528,Female,55-64,1,2,5,4,2,4,2,4,4,1
529,Female,25-34,4,4,3,2,4,3,4,4,3,0
530,Female,25-34,4,5,3,3,5,2,2,4,1,2
531,Female,45-54,3,4,3,4,5,1,5,4,3,2
532,Female,55-64,5,3,4,4,1,5,5,1,3,0
533,Female,18-24,2,2,4,5,1,4,3,2,5,1
534,Female,25-34,2,1,5,4,4,1,4,3,2,1
535,Male,55-64,3,2,4,3,2,1,4,2,4,1
536,Female,55-64,3,3,2,4,5,2,1,3,3,2
537,Male,25-34,1,2,4,3,1,3,5,3,3,1
538,Female,65+,4,2,3,3,1,2,5,3,3,1
539,Female,35-44,1,2,5,4,4,2,5,3,5,1
540,Female,35-44,5,3,4,4,2,3,4,4,3,1
541,Male,25-34,4,2,5,4,5,3,3,5,3,0
542,Male,55-64,3,4,2,3,1,1,4,4,2,2
543,Female,25-34,5,4,3,4,4,1,3,1,4,2
544,Male,35-44,4,2,4,5,3,2,4,5,5,1
545,Female,55-64,1,2,2,4,5,3,2,3,3,2
546,Female,25-34,2,2,3,5,5,4,4,2,3,0
547,Male,35-44,3,4,4,5,4,2,5,3,3,0
548,Female,35-44,3,4,3,5,4,2,4,4,5,1
549,Male,65+,5,2,4,3,1,1,3,2,4,1
550,Female,65+,3,3,3,1,3,2,3,4,3,2
551,Male,45-54,4,4,2,5,4,3,2,2,5,2
552,Female,35-44,4,4,3,2,3,2,3,5,3,2
553,Male,45-54,3,2,3,4,3,1,3,2,2,2
554,Female,65+,4,2,1,5,4,2,4,4,3,2
555,Female,18-24,4,3,3,4,3,3,4,2,4,0
556,Female,18-24,4,3,4,5,4,4,5,4,5,0
557,Female,35-44,4,4,4,4,2,1,4,5,3,1
558,Male,25-34,3,3,5,4,2,3,2,1,5,1
559,Female,45-54,2,3,3,4,3,3,4,4,2,2
560,Female,45-54,2,3,4,2,3,5,5,3,2,0
561,Male,18-24,3,1,3,1,4,3,5,5,5,0
562,Male,45-54,5,1,2,3,2,3,3,3,4,2
563,Male,35-44,3,4,5,4,4,2,5,4,3,0
564,Female,35-44,5,4,3,4,4,3,2,4,3,2
565,Female,18-24,4,2,3,4,5,2,4,4,1,2
566,Female,18-24,3,2,5,3,2,1,5,4,5,1
567,Female,25-34,5,3,4,4,4,2,3,5,3,2
568,Male,65+,4,3,4,3,2,3,3,3,4,1
569,Male,45-54,3,4,4,3,1,4,3,4,3,0
570,Female,25-34,3,2,3,2,5,4,5,2,3,0
571,Female,35-44,3,4,4,4,2,2,4,4,1,2
572,Male,45-54,5,1,3,5,3,3,4,4,3,1
573,Female,25-34,2,2,5,1,4,4,3,5,4,0
574,Female,18-24,5,2,3,3,5,2,2,5,3,2
575,Female,35-44,4,4,4,4,4,1,3,4,5,1
576,Female,65+,4,3,3,1,4,2,1,5,3,2
577,Male,18-24,4,4,4,4,4,3,2,4,5,1
578,Female,45-54,5,3,3,4,1,3,1,2,3,2
579,Female,35-44,5,2,2,3,4,2,4,4,5,1
580,Male,55-64,3,4,4,1,5,3,3,4,4,0
581,Male,35-44,3,2,4,1,4,4,5,4,4,0
582,Male,55-64,3,3,3,5,4,4,3,3,3,2
583,Female,65+,3,3,3,5,2,1,2,3,5,1
584,Female,45-54,2,3,5,3,3,5,5,5,3,0
585,Male,35-44,3,4,4,3,3,4,4,4,3,0
586,Female,25-34,3,5,1,3,5,3,4,3,3,2
587,Male,45-54,4,3,4,5,4,2,4,5,4,1
588,Male,55-64,5,3,4,3,4,2,2,3,4,1
589,Female,45-54,3,3,4,3,3,2,3,4,4,1
590,Female,35-44,4,3,4,4,4,2,4,5,3,1
591,Male,35-44,2,3,3,4,4,1,4,2,4,1
592,Female,45-54,3,3,4,3,5,3,4,4,3,0
593,Female,35-44,3,3,3,5,3,3,4,4,5,1
594,Female,65+,3,3,3,5,1,1,1,4,5,1
595,Female,18-24,3,5,3,3,3,1,1,3,4,2
596,Female,18-24,3,3,3,4,4,4,3,4,3,2
597,Female,35-44,3,2,4,2,5,4,4,4,4,0
598,Male,25-34,4,4,4,2,4,5,4,4,4,0
599,Female,18-24,3,3,2,4,4,2,3,1,3,2
600,Male,55-64,3,3,3,5,3,2,3,3,3,2
601,Female,35-44,2,4,3,2,2,4,5,4,4,0
602,Male,55-64,3,5,3,2,4,3,3,4,5,0
603,Female,35-44,3,4,4,5,4,5,3,5,5,0
604,Male,25-34,1,3,4,3,5,3,4,4,4,0
605,Female,35-44,4,1,4,5,3,2,4,5,3,1
606,Female,35-44,3,4,3,4,4,2,4,3,3,2
607,Male,25-34,3,3,3,4,4,1,3,4,4,1
608,Male,25-34,3,3,3,3,4,4,5,5,3,0
609,Female,25-34,2,4,4,3,4,3,5,4,5,0
610,Male,35-44,3,3,3,3,2,4,5,5,2,2
611,Female,45-54,4,4,2,3,4,4,3,2,3,2
612,Female,35-44,3,2,4,3,5,4,3,4,4,0
613,Female,35-44,5,3,4,3,2,4,3,3,3,0
614,Male,35-44,4,4,3,3,3,2,3,4,4,2
615,Male,18-24,3,4,4,4,4,3,4,3,4,0
616,Male,25-34,1,3,3,4,2,1,3,3,4,1
617,Male,55-64,5,3,3,3,2,2,5,3,3,2
618,Male,55-64,3,3,2,4,3,1,4,4,3,2
619,Male,35-44,3,4,4,5,3,3,5,4,3,0
620,Female,25-34,4,4,4,4,3,4,3,4,2,0
621,Female,65+,5,5,4,1,5,4,1,4,3,0
622,Female,25-34,4,1,2,4,3,2,4,4,4,1
623,Female,35-44,4,4,4,4,5,4,3,4,3,0
624,Male,45-54,3,2,5,3,4,1,4,5,5,1
625,Male,45-54,2,4,4,1,4,3,1,3,5,0
626,Female,65+,5,3,3,4,3,1,3,3,4,1
627,Male,55-64,3,2,5,4,2,3,4,3,4,1
628,Male,25-34,4,1,4,3,3,3,5,3,2,0
629,Female,45-54,2,3,3,2,2,2,4,4,4,1
630,Male,18-24,5,2,2,3,2,3,3,4,3,2
631,Female,35-44,3,3,3,3,4,4,4,3,3,0
632,Female,45-54,2,1,3,4,5,3,5,4,2,0
633,Female,35-44,4,2,4,2,5,2,5,5,4,0
634,Male,55-64,4,1,3,4,4,4,2,4,3,2
635,Female,35-44,4,3,3,3,4,3,3,2,2,2
636,Male,35-44,3,2,4,3,5,4,2,3,3,0
637,Male,18-24,3,3,5,2,4,4,3,2,3,0
638,Male,25-34,1,3,2,3,5,4,5,3,3,0
639,Male,45-54,3,4,2,3,3,3,3,2,3,2
640,Female,45-54,5,2,3,3,4,2,2,3,3,2
641,Male,25-34,2,3,3,5,3,4,2,2,2,2
642,Male,45-54,4,1,4,5,4,2,4,3,4,1
643,Male,35-44,4,4,4,4,5,2,4,3,4,0
644,Female,25-34,4,3,3,2,4,3,5,4,3,0
645,Female,25-34,2,4,2,4,3,2,4,4,3,2
646,Male,18-24,4,3,3,4,4,5,4,4,3,0
647,Male,55-64,4,2,3,3,3,2,3,3,2,2
648,Female,55-64,2,2,4,4,3,2,3,5,3,1
649,Male,35-44,1,5,3,5,4,3,2,2,3,2
650,Female,45-54,3,2,4,2,2,3,2,3,5,1
651,Male,45-54,3,3,5,4,5,1,1,3,2,2
652,Male,18-24,4,3,4,5,3,2,1,5,3,1
653,Male,45-54,4,2,4,4,3,4,3,4,4,1
654,Female,25-34,3,4,3,3,2,4,4,3,4,0
655,Female,25-34,4,4,1,3,4,4,4,3,2,2
656,Female,25-34,5,5,5,1,4,5,4,4,3,0
657,Male,25-34,4,3,4,2,2,3,5,4,3,0
658,Female,35-44,3,4,1,3,5,4,4,4,3,2
659,Male,18-24,5,3,3,4,5,3,4,5,5,0
660,Male,55-64,2,3,3,1,1,4,1,4,3,2
661,Female,45-54,5,3,3,5,5,4,4,3,4,0
662,Female,45-54,4,2,4,5,2,3,2,3,2,2
663,Female,45-54,2,3,3,4,4,3,1,4,3,2
664,Female,35-44,5,4,4,2,4,3,2,4,5,0
665,Female,55-64,5,3,2,1,2,2,4,4,4,2
666,Female,25-34,2,4,5,3,3,3,3,3,5,1
667,Female,55-64,3,3,1,2,5,2,4,3,3,2
668,Male,25-34,4,4,5,5,2,4,4,2,3,0
669,Female,25-34,2,2,5,3,4,1,4,5,4,1
670,Male,35-44,3,2,2,4,5,4,3,5,5,1
671,Male,45-54,5,3,3,2,3,4,2,4,4,2
672,Male,18-24,4,5,2,4,4,5,5,3,4,0
673,Female,55-64,1,3,4,5,2,4,4,3,4,1
674,Female,45-54,3,3,4,3,5,2,5,2,3,0
675,Female,45-54,3,4,3,4,5,2,3,3,3,2
676,Male,55-64,3,3,3,5,2,4,4,3,3,2
677,Male,35-44,3,3,3,4,3,1,2,3,5,1
678,Male,55-64,3,1,3,4,2,2,2,4,4,1
679,Male,35-44,2,3,4,3,3,2,2,3,3,1
680,Male,18-24,1,2,4,5,4,3,4,2,3,1
681,Male,25-34,5,2,2,4,3,2,2,4,3,2
682,Female,25-34,3,4,3,4,3,4,4,5,4,0
683,Male,35-44,3,3,1,3,4,3,3,3,1,2
684,Female,25-34,5,4,3,3,2,2,5,3,4,0
685,Male,55-64,3,2,3,1,3,1,2,4,3,2
686,Female,35-44,2,4,3,4,1,3,4,3,4,1
687,Female,35-44,3,3,5,3,4,3,4,2,4,0
688,Female,55-64,3,3,4,1,4,3,4,5,3,0
689,Female,45-54,1,3,3,3,5,3,4,3,3,0
690,Female,25-34,2,2,3,4,4,3,4,3,4,1
691,Male,45-54,3,1,4,2,1,3,4,4,5,1
692,Female,55-64,2,3,4,4,2,3,4,4,3,1
693,Male,65+,4,4,2,1,3,3,2,3,5,2
694,Female,55-64,4,1,3,3,4,2,1,3,3,2
695,Male,25-34,2,5,3,4,2,5,3,5,5,0
696,Male,18-24,4,2,3,3,3,4,4,4,2,2
697,Female,45-54,4,3,3,2,2,1,4,3,4,1
698,Female,55-64,3,2,3,5,3,2,2,4,3,1
699,Male,65+,4,3,4,5,2,2,4,3,4,1
700,Female,55-64,2,2,4,4,4,2,4,5,3,1
701,Male,45-54,1,4,3,4,3,4,2,4,3,2
702,Female,18-24,4,3,4,4,3,3,5,4,3,0
703,Female,25-34,2,5,3,4,4,2,5,4,4,0
704,Female,45-54,2,3,2,3,4,1,3,4,3,2
705,Male,45-54,4,3,5,3,2,4,5,3,4,0
706,Female,45-54,2,4,1,3,4,4,2,4,3,2
707,Female,65+,3,3,1,2,4,2,4,3,3,2
708,Male,55-64,3,5,5,4,4,1,2,4,3,1
709,Female,25-34,4,5,4,2,5,3,2,4,4,0
710,Female,25-34,2,5,3,2,3,4,4,4,3,0
711,Female,45-54,3,4,4,4,3,1,1,3,3,2
712,Male,35-44,2,3,3,5,5,1,4,5,3,1
713,Male,35-44,4,4,3,3,3,1,4,4,3,2
714,Female,18-24,4,2,4,3,1,3,5,4,5,1
715,Female,65+,4,2,4,5,2,2,4,5,3,1
716,Male,25-34,4,3,3,2,5,2,4,4,3,0
717,Female,65+,1,4,1,4,4,3,2,4,3,2
718,Female,35-44,2,2,3,4,5,4,3,2,3,0
719,Female,45-54,1,5,4,4,1,4,2,2,4,1
720,Male,55-64,3,2,3,5,4,3,4,5,5,1
721,Male,55-64,3,2,3,1,3,4,4,2,4,0
722,Female,55-64,3,1,3,4,4,1,2,3,3,1
723,Female,45-54,3,4,1,3,4,4,4,2,1,2
724,Male,45-54,4,3,4,1,4,2,5,4,4,0
725,Female,18-24,3,2,4,4,4,3,4,4,5,1
726,Male,55-64,2,2,3,5,2,3,4,2,4,1
727,Female,65+,3,4,2,3,1,3,3,4,4,2
728,Female,45-54,4,2,4,3,2,2,3,3,3,1
729,Male,25-34,3,2,4,3,5,3,4,1,3,0
730,Female,35-44,4,2,3,4,3,2,5,4,5,1
731,Male,25-34,2,4,4,4,4,5,4,4,4,0
732,Female,35-44,2,5,3,3,5,4,3,5,5,0
733,Female,45-54,3,4,4,3,4,1,3,4,5,1
734,Female,25-34,3,4,3,4,4,4,4,3,1,2
735,Female,35-44,4,2,1,4,4,4,4,4,3,2
736,Male,18-24,1,5,4,4,4,5,5,4,4,0
737,Male,45-54,1,5,4,5,2,1,3,4,4,1
738,Female,25-34,2,4,4,3,5,4,2,4,4,0
739,Male,35-44,5,5,4,4,5,5,3,3,3,0
740,Male,25-34,2,3,4,3,5,1,5,4,4,1
741,Male,35-44,3,3,4,5,4,3,4,5,5,1
742,Female,25-34,2,3,2,3,3,4,4,4,3,2
743,Male,65+,3,3,1,1,4,2,3,4,4,2
744,Female,18-24,4,5,2,4,5,1,5,5,2,2
745,Male,65+,3,1,3,3,2,1,2,5,5,1
746,Female,55-64,4,4,2,4,4,4,3,3,4,2
747,Female,55-64,3,4,4,5,3,3,4,3,3,0
748,Male,45-54,3,3,3,3,4,2,4,4,5,1
749,Male,45-54,1,3,5,3,5,4,3,3,2,0
750,Male,45-54,4,3,3,5,4,1,4,3,5,1
751,Female,55-64,4,2,2,4,2,3,4,4,5,1
752,Female,25-34,2,4,4,3,4,4,3,4,4,0
753,Male,25-34,3,4,4,3,4,3,2,2,3,0
754,Male,35-44,3,1,4,3,5,2,4,4,3,1
755,Female,25-34,4,1,3,4,2,5,4,2,1,2
756,Female,18-24,5,4,4,4,4,3,5,3,4,0
757,Female,65+,5,3,3,5,4,3,3,4,2,2
758,Female,35-44,3,3,3,5,5,4,4,3,4,0
759,Male,35-44,3,3,3,4,3,4,3,5,4,1
760,Female,65+,3,3,3,4,1,2,4,4,3,1
761,Male,45-54,4,5,4,1,4,3,4,3,3,0
762,Female,55-64,4,3,3,4,3,3,2,4,5,1
763,Male,18-24,3,3,3,4,5,4,3,5,3,0
764,Male,25-34,5,5,4,3,3,4,5,4,5,0
765,Female,35-44,2,3,3,3,4,2,2,5,4,1
766,Female,65+,2,5,2,2,3,1,3,2,3,2
767,Male,25-34,5,3,4,3,4,1,3,4,2,2
768,Male,65+,2,3,4,4,3,3,2,5,4,1
769,Female,25-34,4,3,5,3,5,2,5,2,3,0
770,Female,55-64,2,4,2,4,3,4,2,4,3,2
771,Female,35-44,4,3,4,4,5,4,5,5,5,0
772,Male,25-34,3,1,4,5,3,3,3,2,5,1
773,Male,35-44,1,2,3,3,2,3,3,3,5,1
774,Female,25-34,3,1,3,4,4,5,1,4,5,1
775,Female,65+,4,3,2,3,2,2,2,3,5,1
776,Female,25-34,5,3,4,2,2,4,3,4,4,0
777,Female,35-44,3,5,4,4,4,1,3,4,1,2
778,Male,35-44,3,2,4,1,3,3,4,4,3,0
779,Male,35-44,3,3,4,1,4,2,3,4,4,0
780,Male,45-54,3,3,4,5,1,1,3,4,4,1
781,Female,45-54,3,2,3,3,5,1,2,4,3,2
782,Male,55-64,4,1,3,5,4,2,3,5,5,1
783,Male,55-64,5,3,4,5,4,3,3,2,2,2
784,Female,65+,1,5,4,4,2,1,2,4,4,1
785,Female,55-64,3,1,3,4,5,1,4,3,3,1
786,Male,35-44,3,3,3,5,4,4,3,5,3,2
787,Male,35-44,3,1,3,2,4,3,2,5,3,2
788,Female,55-64,4,2,1,4,3,3,4,3,4,2
789,Female,45-54,4,4,4,1,4,4,1,3,3,0
790,Female,65+,3,3,2,5,2,2,3,4,3,2
791,Female,55-64,4,4,3,4,4,1,3,4,3,2
792,Female,25-34,2,1,2,3,5,1,2,3,2,2
793,Male,45-54,5,4,2,3,2,3,2,5,2,2
794,Female,25-34,3,4,4,3,5,2,4,4,4,0
795,Female,18-24,2,2,3,4,5,5,3,4,3,0
796,Male,55-64,4,2,4,4,4,3,4,4,4,1
797,Male,25-34,3,3,1,4,2,2,4,4,3,2
798,Male,35-44,5,2,3,2,5,1,4,3,3,2
799,Female,55-64,1,3,2,1,3,1,4,4,4,2
800,Female,65+,5,2,4,4,3,3,1,4,5,1
801,Male,65+,5,3,4,5,2,2,4,4,4,1
802,Female,35-44,4,5,4,2,4,1,3,2,3,2
803,Male,25-34,4,3,5,4,1,2,4,4,4,1
804,Male,25-34,2,4,3,4,2,1,1,2,4,1
805,Female,45-54,5,4,4,4,4,2,2,2,3,2
806,Male,45-54,4,2,5,2,2,3,3,4,1,2
807,Female,25-34,3,2,4,3,4,4,4,4,3,0
808,Male,18-24,1,3,4,4,5,3,4,3,4,0
809,Female,35-44,4,4,5,4,2,4,2,4,2,0
810,Male,65+,4,3,3,2,2,3,3,5,5,1
811,Female,45-54,5,2,2,5,4,4,5,4,3,2
812,Male,65+,3,3,4,5,4,1,3,2,5,1
813,Male,35-44,3,4,3,4,3,2,3,3,4,1
814,Male,35-44,5,4,3,4,3,4,4,2,5,0
815,Male,18-24,3,3,3,2,3,1,4,5,5,1
816,Male,25-34,4,5,2,1,5,2,4,3,1,2
817,Male,45-54,5,3,4,2,1,2,4,3,4,1
818,Female,65+,5,5,3,3,4,2,2,3,4,2
819,Female,25-34,3,2,3,3,5,3,2,3,3,2
820,Male,35-44,4,3,3,2,3,4,3,2,3,0
821,Male,25-34,5,4,2,3,3,4,3,5,3,2
822,Female,45-54,5,5,3,5,4,3,4,2,3,0
823,Female,35-44,4,4,5,3,4,3,4,3,1,0
824,Female,65+,4,2,3,4,2,3,1,3,5,1
825,Male,35-44,3,3,4,3,2,4,4,4,3,0
826,Male,65+,4,3,2,2,3,2,3,3,5,2
827,Male,55-64,3,3,3,5,3,3,3,4,5,1
828,Female,55-64,5,3,2,3,4,2,2,5,3,2
829,Male,35-44,2,5,3,5,4,4,4,3,4,0
830,Female,65+,5,3,2,1,4,5,4,3,5,0
831,Female,55-64,2,2,5,4,3,2,3,1,3,1
832,Female,45-54,5,3,3,4,1,3,4,4,4,1
833,Male,35-44,4,4,5,3,3,3,4,5,5,0
834,Male,65+,4,5,4,5,3,2,3,1,2,2
835,Male,25-34,3,2,2,3,2,4,5,3,2,2
836,Male,25-34,5,3,5,3,4,1,3,4,3,1
837,Male,45-54,3,5,2,4,4,2,3,4,2,2
838,Male,45-54,4,5,2,4,1,3,3,2,3,2
839,Female,35-44,2,4,4,4,4,1,5,4,3,1
840,Male,55-64,4,5,5,4,2,2,2,4,2,2
841,Male,45-54,4,5,4,5,1,2,3,4,3,1
842,Male,45-54,3,4,3,3,4,5,3,5,4,0
843,Male,18-24,3,5,3,5,3,3,4,5,3,2
844,Male,65+,2,3,4,3,2,2,2,5,5,1
845,Male,45-54,3,3,4,2,3,3,2,3,3,2
846,Male,55-64,2,3,5,4,3,4,2,2,3,0
847,Female,45-54,2,4,2,4,3,4,4,4,3,2
848,Male,35-44,3,3,3,3,3,3,4,4,3,2
849,Female,25-34,4,2,1,4,4,4,4,4,3,2
850,Female,55-64,2,3,4,2,1,2,5,3,3,1
851,Male,45-54,5,1,2,2,1,3,4,4,3,2
852,Female,45-54,4,3,3,5,3,1,3,3,5,1
853,Female,35-44,2,2,4,1,4,4,3,3,3,0
854,Female,65+,4,2,4,4,2,2,4,3,5,1
855,Female,18-24,5,3,1,4,4,3,3,3,5,2
856,Male,45-54,5,2,4,2,3,2,5,2,4,0
857,Male,25-34,5,3,3,3,5,1,3,3,3,2
858,Male,35-44,3,4,3,3,4,2,5,4,1,2
859,Female,25-34,3,2,3,4,4,1,4,4,3,1
860,Female,55-64,5,4,4,5,4,4,4,4,5,0
861,Female,35-44,2,4,3,4,3,4,3,4,3,2
862,Female,25-34,4,3,3,5,5,3,2,5,3,2
863,Male,45-54,4,3,3,5,4,4,2,5,3,2
864,Female,65+,2,2,2,4,1,2,4,5,5,1
865,Male,35-44,1,2,4,4,5,3,3,3,4,1
866,Male,55-64,2,2,4,4,1,3,3,4,2,1
867,Female,45-54,3,2,3,5,3,2,3,4,4,1
868,Female,45-54,4,2,3,3,1,1,3,3,4,1
869,Male,18-24,2,1,4,2,4,3,1,5,3,1
870,Male,55-64,3,1,4,1,5,3,3,3,4,0
871,Female,35-44,3,4,3,4,2,2,2,4,3,2
872,Male,25-34,3,3,3,3,2,5,4,4,2,0
873,Female,45-54,3,3,3,1,2,3,2,4,3,2
874,Female,35-44,1,4,4,2,4,3,4,4,3,0
875,Female,35-44,3,5,5,4,3,3,4,4,3,0
876,Male,35-44,3,4,3,3,4,4,4,5,3,0
877,Female,65+,3,3,3,1,4,2,3,1,3,2
878,Male,55-64,5,4,4,4,1,3,4,2,5,1
879,Male,25-34,4,4,3,2,2,4,1,4,3,2
880,Female,35-44,5,3,4,5,4,1,4,4,3,1
881,Male,35-44,4,2,4,3,3,5,4,2,3,0
882,Male,25-34,4,5,4,2,2,4,3,4,4,0
883,Male,45-54,4,4,3,5,2,5,2,3,3,2
884,Female,35-44,2,4,2,4,4,1,3,3,3,2
885,Female,55-64,2,2,4,5,2,2,5,3,5,1
886,Female,25-34,4,3,1,3,3,3,4,4,3,2
887,Female,45-54,5,4,5,3,3,2,4,5,5,1
888,Female,35-44,3,4,4,2,5,3,4,5,3,0
889,Male,55-64,4,3,4,5,1,1,1,4,4,1
890,Female,25-34,4,2,2,4,4,3,4,2,2,2
891,Female,25-34,3,3,2,4,4,4,4,4,3,2
892,Female,35-44,1,2,4,1,4,2,1,4,3,1
893,Male,35-44,2,3,3,2,3,3,4,2,4,0
894,Female,18-24,4,3,4,4,5,1,4,5,4,1
895,Female,45-54,4,3,3,4,4,2,4,4,4,1
896,Male,18-24,4,2,2,2,5,2,3,5,3,2
897,Male,65+,5,5,5,3,4,3,2,4,3,0
898,Female,55-64,4,4,3,5,3,1,3,1,3,2
899,Female,45-54,5,3,1,1,3,4,4,5,4,2
900,Female,35-44,2,5,3,3,4,4,4,4,4,0
901,Male,35-44,4,4,4,4,2,4,4,4,3,0
902,Male,25-34,4,2,5,4,5,5,3,5,4,0
903,Male,45-54,5,3,3,3,3,3,2,1,1,2
904,Female,25-34,3,4,3,4,1,4,5,2,3,0
905,Male,25-34,3,3,3,4,3,5,5,2,2,0
906,Female,25-34,4,1,4,4,1,3,3,4,3,1
907,Female,25-34,4,1,4,3,3,3,5,3,3,0
908,Male,25-34,3,2,3,1,3,4,5,4,4,0
909,Male,55-64,5,4,3,5,5,4,2,4,4,0
910,Female,65+,3,3,3,2,3,2,2,3,1,2
911,Male,25-34,1,4,3,2,4,3,4,2,4,0
912,Female,25-34,1,5,5,3,4,4,5,3,4,0
913,Male,45-54,3,2,4,2,1,4,3,3,4,1
914,Female,25-34,5,3,3,3,3,3,5,3,1,2
915,Male,25-34,4,4,5,1,4,4,1,3,5,0
916,Male,18-24,2,3,3,2,4,2,3,2,5,1
917,Male,35-44,2,3,3,3,4,2,4,2,4,1
918,Female,55-64,3,3,4,5,1,4,4,4,5,1
919,Male,45-54,3,3,4,4,2,4,4,4,4,1
920,Female,25-34,5,3,5,5,4,4,4,3,5,0
921,Male,25-34,2,4,3,3,3,2,2,3,2,2
922,Male,55-64,2,3,4,3,5,3,4,3,4,0
923,Male,35-44,4,3,3,4,4,4,3,4,4,0
924,Male,45-54,3,3,2,2,3,5,2,3,1,2
925,Male,45-54,3,3,4,3,2,2,3,4,4,1
926,Female,45-54,2,3,4,3,3,5,3,2,4,0
927,Male,18-24,3,3,2,4,3,3,4,5,5,1
928,Male,25-34,5,3,3,5,4,5,2,2,5,0
929,Male,35-44,4,3,5,3,4,4,4,5,3,0
930,Female,25-34,5,3,3,4,4,4,3,1,4,0
931,Male,55-64,4,2,4,5,2,3,4,3,2,1
932,Female,25-34,3,3,4,5,4,5,4,4,2,0
933,Female,55-64,3,3,5,3,3,2,2,4,5,1
934,Female,45-54,3,3,4,4,4,1,3,4,3,1
935,Female,18-24,4,5,4,3,4,2,4,4,5,0
936,Male,18-24,3,4,3,4,1,3,2,3,5,1
937,Male,18-24,1,3,4,4,3,2,2,5,4,1
938,Male,35-44,3,3,1,3,2,4,3,5,3,2
939,Male,65+,4,3,5,5,3,2,2,3,3,1
940,Female,45-54,3,3,3,2,4,3,3,4,2,2
941,Female,65+,3,2,4,4,4,1,1,3,3,1
942,Male,25-34,3,3,5,3,3,2,4,3,3,1
943,Female,35-44,3,4,5,2,4,2,2,4,3,0
944,Male,35-44,1,3,5,3,5,2,4,5,4,1
945,Female,65+,4,3,3,4,3,3,2,4,1,2
946,Male,45-54,5,3,2,3,4,1,3,3,4,2
947,Female,35-44,4,5,4,3,4,3,4,2,3,0
948,Female,65+,3,3,5,3,3,2,5,3,3,0
949,Female,55-64,3,2,3,4,4,2,1,4,5,1
950,Female,35-44,5,2,4,4,4,4,4,3,5,0
951,Male,45-54,4,1,4,4,3,2,3,4,4,1
952,Female,18-24,2,3,4,3,4,2,5,2,3,0
953,Male,35-44,4,2,3,5,4,4,4,2,3,0
954,Female,25-34,4,2,3,3,4,3,4,5,4,0
955,Male,55-64,2,1,1,5,4,2,3,4,4,1
956,Female,65+,5,4,4,5,4,4,3,5,4,0
